y"No.","キーワード検索","地域","件数","会社名","郵便番号","住所","電子メール","URL","コメント","電話番号 1","FAX番号 1","電話番号 2","FAX番号 2","電話番号 3","FAX番号 3","電話番号 4","FAX番号 4","電話番号 5","FAX番号 5","電話番号 6","FAX番号 6","電話番号 7","FAX番号 7","電話番号 8","FAX番号 8","電話番号 9","FAX番号 9","電話番号 10","FAX番号 10","電話番号 11","FAX番号 11","電話番号 12","FAX番号 12","電話番号 13","FAX番号 13","電話番号 14","FAX番号 14","電話番号 15","FAX番号 15","電話番号 16","FAX番号 16","電話番号 17","FAX番号 17","電話番号 18","FAX番号 18","電話番号 19","FAX番号 19","電話番号 20","FAX番号 20","LocName","fX","fY","iConf","iLvl"
,,,,マリー,904-0022,沖縄県沖縄市園田１丁目１５－２６－１Ｆ,,,,098-933-9381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/園田/一丁目/１５番","127.79684","26.33056","5","7"
,,,,ＡＷＡＭＯＲＩＢＡＲ酎家,904-0322,沖縄県中頭郡読谷村字波平１５４６－５,,,,098-958-2805,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/読谷村/波平/１５４６番地","127.72289","26.40099","5","7"
,,,,ｂａｒ一期一会,900-0013,沖縄県那覇市牧志１丁目２－８－１Ｆ－Ｃ,,,,098-867-7522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/牧志/一丁目/２番","127.68521","26.21576","5","7"
,,,,ジャンゴジャンゴ（ＪａｍｇｏＪａｍｇｏ）,905-0013,沖縄県名護市城１丁目８－１６－２Ｆ,,,,0980-53-7667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/８番","127.98277","26.58965","5","7"
,,,,うさぎや,907-0023,沖縄県石垣市字石垣１－１－１Ｆ,,,,0980-88-5014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/石垣/１番地","124.15646","24.34068","5","7"
,,,,撫子,905-0013,沖縄県名護市城１丁目８－１６－２Ｆ,,,,0980-54-0280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/城/一丁目/８番","127.98277","26.58965","5","7"
,,,,和琉堂とき,900-0032,沖縄県那覇市松山１丁目７－１－２Ｆ,,,,098-862-1730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/７番","127.67897","26.21721","5","7"
,,,,居食屋きんた,901-0361,沖縄県糸満市字糸満９８９－６１,,,,098-995-3228,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/糸満/９８９番地","127.66773","26.12782","5","7"
,,,,居酒屋ガラム,904-2244,沖縄県うるま市字江洲３３９－２,,,,098-973-4098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/江洲/３３９番地","127.82707","26.34995","5","7"
,,,,盃,904-1106,沖縄県うるま市石川１丁目５１－７－１Ｆ,,,,098-965-0066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川/一丁目/５１番","127.82887","26.43079","5","7"
,,,,花むい（盛）,902-0066,沖縄県那覇市字大道１３０－１Ｆ,,,,098-886-4023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/大道/１３０番地","127.69892","26.21582","5","7"
,,,,しのちゃん,905-1411,沖縄県国頭郡国頭村字辺土名１２３－２－１Ｆ,,,,0980-50-1955,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/国頭村/辺土名","128.18039","26.74647","5","5"
,,,,居酒屋万座,902-0065,沖縄県那覇市壺屋１丁目１０－４－２Ｆ,,,,098-862-0166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壷屋/一丁目/１０番","127.69158","26.21472","5","7"
,,,,ＯｒｉｅｎｔａｌＢａｒ桜梅桃李,903-0125,沖縄県中頭郡西原町字上原２４５－１１－１０１,,,,098-946-6085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/西原町/上原/２４５番地","127.76167","26.24187","5","7"
,,,,やきとり串福陣,900-0004,沖縄県那覇市銘苅３丁目６－１４,,,,098-868-6335,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/銘苅/三丁目/６番","127.69702","26.23519","5","7"
,,,,Ｋａｒｉｉ‐ｓｔ,907-0012,沖縄県石垣市美崎町７－６,,,,0980-83-0840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/７番地","124.15543","24.33894","5","7"
,,,,町の灯こつぶ,900-0016,沖縄県那覇市前島２丁目１－１２－１Ｆ,,,,098-863-0668,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/前島/二丁目/１番","127.68419","26.22022","5","7"
,,,,きちんと山川店,901-1115,沖縄県島尻郡南風原町字山川４３３,,,,098-882-6788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/山川","127.72291","26.17665","5","5"
,,,,スナック美らさん,904-2242,沖縄県うるま市字高江洲１０４９－１－２Ｆ－Ｂ,,,,098-974-5582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/高江洲/１０４９番地","127.83634","26.35739","5","7"
,,,,ｃｌｕｂ・Ｊｏ,900-0032,沖縄県那覇市松山１丁目５－１－Ｂ１Ｆ,,,,098-861-1017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/５番","127.68004","26.21834","5","7"
,,,,カチューシャ,907-0012,沖縄県石垣市美崎町１１－３－１Ｆ,,,,0980-83-7266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,ラウンジ美月,901-2122,沖縄県浦添市勢理客３丁目１１－１－４Ｆ,,,,098-879-1818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/勢理客/三丁目/１１番","127.69164","26.24139","5","7"
,,,,ブルーノート,906-0012,沖縄県宮古島市平良字西里１５５－１Ｆ,,,,0980-73-8777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１５５番地","125.27953","24.80545","5","7"
,,,,スナック左馬,901-0361,沖縄県糸満市字糸満９８９－６３－１Ｆ,,,,098-995-3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/糸満/９８９番地","127.66773","26.12782","5","7"
,,,,居酒屋レストランいずみ,901-2133,沖縄県浦添市城間３丁目１－２－２Ｆ,,,,098-870-5280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/城間/三丁目/１番","127.71317","26.25618","5","7"
,,,,てぃーだ,900-0006,沖縄県那覇市おもろまち１丁目２－２５,,,,098-863-2774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/一丁目/２番","127.69370","26.22515","5","7"
,,,,ダイニング宇次郎,901-2114,沖縄県浦添市安波茶１丁目３１－１－１０２,,,,098-875-0239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/安波茶/一丁目/３１番","127.71815","26.24832","5","7"
,,,,花花,905-1411,沖縄県国頭郡国頭村字辺土名２７７,,,,0980-41-5948,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/国頭村/辺土名","128.18039","26.74647","5","5"
,,,,がんこ,902-0064,沖縄県那覇市寄宮３丁目１８－９－１Ｆ,,,,098-854-5255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/寄宮/三丁目/１８番","127.69892","26.20960","5","7"
,,,,スナックミル,904-1113,沖縄県うるま市石川山城５２４－１,,,,098-965-6340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川山城","127.81601","26.41125","5","5"
,,,,唄・もーれ,907-0012,沖縄県石垣市美崎町８－７,,,,0980-82-7922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/８番地","124.15660","24.33901","5","7"
,,,,酒処わが家,905-0017,沖縄県名護市大中１丁目５－４,,,,0980-53-7621,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大中/一丁目/５番","127.98241","26.59136","5","7"
,,,,旬鮮厨房味だより,902-0075,沖縄県那覇市字国場５１８－１Ｆ,,,,098-854-6203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/国場/５１８番地","127.70219","26.19815","5","7"
,,,,海華,907-0012,沖縄県石垣市美崎町１３－５,,,,0980-82-4928,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１３番地","124.15631","24.33991","5","7"
,,,,個室居酒屋ぶながや,900-0014,沖縄県那覇市松尾１丁目１－２－２Ｆ,,,,098-860-9898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松尾/一丁目/１番","127.68108","26.21347","5","7"
,,,,サバニ海鮮居酒屋,904-0031,沖縄県沖縄市上地１丁目１６－１７,,,,098-932-7705,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１６番","127.79777","26.33407","5","7"
,,,,ターゲット,904-0031,沖縄県沖縄市上地１丁目１９－３４,,,,098-930-2655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１９番","127.79632","26.33383","5","7"
,,,,あまわり,904-0111,沖縄県中頭郡北谷町字砂辺３６８,,,,098-936-0429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/砂辺/３６８番地","127.75124","26.33162","5","7"
,,,,カラオケパブ声魂,900-0015,沖縄県那覇市久茂地２丁目１２－９－５Ｆ,,,,098-863-2612,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/久茂地/二丁目/１２番","127.68204","26.21788","5","7"
,,,,ハーベストムーン,902-0067,沖縄県那覇市字安里３８８－１０－２Ｆ,,,,098-885-0067,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/３８８番地","127.69670","26.21748","5","7"
,,,,琉球炉端茉莉火,900-0004,沖縄県那覇市銘苅１丁目１１－１,,,,098-979-7211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/銘苅/一丁目/１１番","127.70190","26.23185","5","7"
,,,,民謡居酒屋かなさんどー,905-0217,沖縄県国頭郡本部町字浦崎１７６－２Ｆ,,,,0980-48-4669,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/浦崎/１７６番地","127.89233","26.68071","5","7"
,,,,味咲,905-0011,沖縄県名護市宮里７丁目１９－４,,,,0980-43-7256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/宮里/七丁目/１９番","127.97739","26.60180","5","7"
,,,,らうんじひまつぶし,900-0032,沖縄県那覇市松山１丁目１－１０－３Ｆ,,,,098-861-2252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１番","127.67860","26.21642","5","7"
,,,,あん,900-0021,沖縄県那覇市泉崎１丁目１３－２５,,,,098-861-2154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/一丁目/１３番","127.67661","26.21256","5","7"
,,,,串角経塚店,901-2111,沖縄県浦添市字経塚３９２－３,,,,098-879-4508,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/経塚/３９２番地","127.72557","26.23402","5","7"
,,,,龍宮,901-2127,沖縄県浦添市屋富祖２丁目１７－３,,,,098-874-9303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/屋富祖/二丁目/１７番","127.70975","26.25271","5","7"
,,,,スナックアスター,904-1201,沖縄県国頭郡金武町字金武４１４４－４－１Ｆ,,,,098-968-5236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/金武町/金武","127.91960","26.45364","5","5"
,,,,回おもろまち店,900-0006,沖縄県那覇市おもろまち４丁目１１－１－１０１,,,,098-861-7575,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/おもろまち/四丁目/１１番","127.69864","26.22782","5","7"
,,,,味処るか,907-0003,沖縄県石垣市字平得３８３－３,,,,0980-83-5639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/平得/３８３番地","124.17895","24.34037","5","7"
,,,,スマイリー,900-0032,沖縄県那覇市松山２丁目１０－６－６Ｆ,,,,098-862-3227,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/二丁目/１０番","127.68060","26.21968","5","7"
,,,,宴歌,906-0012,沖縄県宮古島市平良字西里１２０,,,,0980-73-6334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１２０番地","125.27849","24.80550","5","7"
,,,,居食屋ターキー,907-0022,沖縄県石垣市字大川１８－１－１Ｆ,,,,0980-83-8186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/大川/１８番地","124.15984","24.33990","5","7"
,,,,愛久璃,904-0031,沖縄県沖縄市上地２丁目２－２２－１Ｆ,,,,098-932-7060,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/二丁目/２番","127.79679","26.33277","5","7"
,,,,花あかり／２号店,907-0012,沖縄県石垣市美崎町１２－１５,,,,0980-88-8648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１２番地","124.15543","24.33987","5","7"
,,,,北京龍,907-0012,沖縄県石垣市美崎町９－１２,,,,0980-87-8108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/９番地","124.15645","24.33947","5","7"
,,,,ヴォイジンエンターテイメント有限会社,904-0116,沖縄県中頭郡北谷町北谷２丁目８－５－３Ｆ－Ｃ,,,,098-987-9910,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/北谷/二丁目/８番地","127.76092","26.30383","5","7"
,,,,すみか屋,901-2121,沖縄県浦添市内間１丁目１４－５－２Ｆ,,,,098-877-8826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/内間/一丁目/１４番","127.70608","26.23850","5","7"
,,,,玲子,900-0031,沖縄県那覇市若狭２丁目４－１６－３－Ａ,,,,098-863-6710,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/若狭/二丁目/４番","127.67715","26.22104","5","7"
,,,,やえん,900-0032,沖縄県那覇市松山１丁目１２－５－１Ｆ,,,,098-862-7678,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１２番","127.67922","26.21791","5","7"
,,,,集,902-0067,沖縄県那覇市字安里３８８－６－１Ｆ,,,,098-886-6064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安里/３８８番地","127.69670","26.21748","5","7"
,,,,Ｗｏｍａｎ,900-0032,沖縄県那覇市松山１丁目１５－２０－１０２,,,,098-863-0757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/１５番","127.67884","26.21816","5","7"
,,,,鷹,900-0032,沖縄県那覇市松山１丁目８－１９－４Ｆ－Ａ,,,,098-863-8562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/松山/一丁目/８番","127.67847","26.21675","5","7"
,,,,カサブランカ,904-0031,沖縄県沖縄市上地２丁目９－２６－２Ｆ,,,,098-930-5373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/二丁目/９番","127.79704","26.33182","5","7"
,,,,居食家礼,905-0016,沖縄県名護市大東１丁目１９－３－１Ｆ,,,,0980-53-0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大東/一丁目/１９番","127.98479","26.58934","5","7"
,,,,創食家縁東江店,905-0021,沖縄県名護市東江５丁目１９－１５,,,,0980-54-5655,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/東江/五丁目/１９番","127.98381","26.57847","5","7"
,,,,でーじな豚,904-0115,沖縄県中頭郡北谷町美浜２丁目４－１０,,,,098-926-0308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/北谷町/美浜/二丁目/４番地","127.75925","26.31622","5","7"
,,,,春美,902-0065,沖縄県那覇市壺屋１丁目１０－８－１Ｆ,,,,098-863-8155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/壷屋/一丁目/１０番","127.69158","26.21472","5","7"
,,,,酒処,901-1111,沖縄県島尻郡南風原町字兼城２０３－４,,,,098-888-0780,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/兼城/２０３番地","127.72836","26.19650","5","7"
,,,,ｃｒｏｗｄ,907-0012,沖縄県石垣市美崎町１１－２Ｆ,,,,0980-82-0909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,飛天,901-2134,沖縄県浦添市港川２丁目１９－１,,,,098-874-7142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/港川/二丁目/１９番","127.71465","26.26231","5","7"
,,,,ＤＩＮＩＮＧ蔵ＲＡ,900-0003,沖縄県那覇市安謝１丁目３－１０－１Ｆ,,,,098-862-2876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/安謝/一丁目/３番","127.69342","26.23354","5","7"
,,,,暫居酒屋,905-0227,沖縄県国頭郡本部町字瀬底２９８－２,,,,0980-47-7808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/瀬底/２９８番地","127.86578","26.64594","5","7"
,,,,スナックラムール,902-0073,沖縄県那覇市字上間２４５－１－１Ｆ,,,,098-853-7070,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/上間/２４５番地","127.71772","26.19725","5","7"
,,,,カラオケパブきしみいる,906-0013,沖縄県宮古島市平良字下里１１７８－５－１Ｆ,,,,0980-73-6637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/１１７８番地","125.29159","24.79143","5","7"
,,,,マドンナ,901-2131,沖縄県浦添市牧港１丁目９－１４－４０３,,,,098-875-1218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/牧港/一丁目/９番","127.72414","26.26603","5","7"
,,,,海樹ＨＯＵＳＥ,901-0152,沖縄県那覇市小禄５丁目１３－２,,,,098-857-2878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/小禄/五丁目/１３番地","127.67513","26.19185","5","7"
,,,,ＡｎｇｅｌｅｓＣｉｔｙ,904-0031,沖縄県沖縄市上地１丁目１６－１－１Ｆ,,,,098-930-7393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/一丁目/１６番","127.79777","26.33407","5","7"
,,,,クラブティアードロップ,906-0013,沖縄県宮古島市平良字下里３４,,,,0980-72-2766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/下里/３４番地","125.27822","24.80468","5","7"
,,,,石垣島ｔｈｅ・Ｓｅａｓｏｎ,907-0012,沖縄県石垣市美崎町１０－２－５Ｆ,,,,0980-82-9180,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１０番地","124.15543","24.33940","5","7"
,,,,秘密基地美里支部,904-2154,沖縄県沖縄市東２丁目１－１０－１Ｆ,,,,098-937-0870,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/東/二丁目/１番","127.82224","26.34530","5","7"
,,,,バー・ティーダ,900-0031,沖縄県那覇市若狭２丁目３－１３－２Ｆ－２０１,bar-teada@kss.biglobe.ne.jp,,,098-988-6989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/若狭/二丁目/３番","127.67653","26.22061","5","7"
,,,,居酒家はな火,901-2127,沖縄県浦添市屋富祖１丁目３－１８－１Ｆ,,,,098-877-7721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/屋富祖/一丁目/３番","127.71150","26.25204","5","7"
,,,,サンダンカ,905-0015,沖縄県名護市大南１丁目３－７－１Ｆ,,,,0980-52-1656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/名護市/大南/一丁目/３番","127.98019","26.59178","5","7"
,,,,うさぎ伊祖店,901-2132,沖縄県浦添市伊祖４丁目１－８－１Ｆ,,,,098-876-2320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/浦添市/伊祖/四丁目/１番","127.72056","26.25451","5","7"
,,,,海あじＯ．ＴＯＳＨＩ,901-0225,沖縄県豊見城市字豊崎１－６８１,,,,098-987-0727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/豊見城市/豊崎/１番地","127.66254","26.15853","5","7"
,,,,かぶや,904-0031,沖縄県沖縄市上地２丁目８－１５,,,,098-930-0132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/二丁目/８番","127.79637","26.33222","5","7"
,,,,燻製工房よしたく,901-1117,沖縄県島尻郡南風原町字津嘉山１４６７－４－１－Ｂ,,,,098-888-1810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/津嘉山/１４６７番地","127.70960","26.18896","5","7"
,,,,スナック桜いろ,907-0012,沖縄県石垣市美崎町１１－１－１Ｆ,,,,0980-88-6911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,エランド,904-0204,沖縄県中頭郡嘉手納町字水釜５６２－３－１Ｆ,,,,098-957-0201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/嘉手納町/水釜/５６２番地","127.74882","26.36289","5","7"
,,,,ＣＯＣＯＭＯ,904-0031,沖縄県沖縄市上地２丁目２－６,,,,098-932-0800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/沖縄市/上地/二丁目/２番","127.79679","26.33277","5","7"
,,,,みなとや,905-0213,沖縄県国頭郡本部町字谷茶２８－１６,,,,0980-47-7991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/国頭郡/本部町/谷茶/２８番地","127.88825","26.65929","5","7"
,,,,あや,901-1303,沖縄県島尻郡与那原町字与那原３５６８,,,,098-944-5711,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/与那原/３５６８番地","127.75770","26.19994","5","7"
,,,,居酒屋桂木,901-1303,沖縄県島尻郡与那原町字与那原５８７－１０１,,,,098-945-8922,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/与那原/５８７番地","127.75478","26.20170","5","7"
,,,,ごま苺南風原店,901-1111,沖縄県島尻郡南風原町字兼城５６１－１Ｆ,,,,098-889-1401,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/南風原町/兼城","127.72942","26.19388","5","5"
,,,,フィードマン,907-0012,沖縄県石垣市美崎町１１－１－１０３,,,,0980-87-0100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/石垣市/美崎町/１１番地","124.15455","24.34003","5","7"
,,,,カラオケ居酒屋待合,904-1111,沖縄県うるま市石川東恩納１４０５－３３－１Ｆ,,,,098-964-2313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/うるま市/石川東恩納/１４０５番地","127.83015","26.40701","5","7"
,,,,あかりナイトイン,906-0012,沖縄県宮古島市平良字西里１７２,,,,0980-75-3213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/宮古島市/平良/西里/１７２番地","125.27882","24.80646","5","7"
,,,,居酒屋サヌファ（Ｓａｎｕｆａ）,907-1221,沖縄県八重山郡竹富町字小浜７５８－１,,,,0980-85-3280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/八重山郡/竹富町/小浜","123.97993","24.34025","5","5"
,,,,寿し処にふぇーでーびる,900-0021,沖縄県那覇市泉崎１丁目２２－３,,,,098-862-6465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/那覇市/泉崎/一丁目/２２番","127.67605","26.21220","5","7"
,,,,門地,901-0305,沖縄県糸満市西崎６丁目１４－１,,,,098-992-2891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/糸満市/西崎/六丁目/１４番","127.66887","26.14310","5","7"
,,,,居酒屋寿,901-1303,沖縄県島尻郡与那原町字与那原１０４９－３－１Ｆ,,,,098-946-9255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/島尻郡/与那原町/与那原/１０４９番地","127.76044","26.20973","5","7"
,,,,きゃべつ畑,904-0203,沖縄県中頭郡嘉手納町字嘉手納４８５,,,,098-957-2234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"沖縄県/中頭郡/嘉手納町/嘉手納/４８５番地","127.75394","26.36219","5","7"
